Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
"Moor, A."	60-370	10.4	4	3.8	4.2	3.4	4.6	4.4	4	4	4	1
Melissa Ragona	60-371	7.65	4.49	3.94	3.94	4.17	4.61	4.31	4.63	4.31	4.31	2
"Burgess, L."	60-373	4.98	4.46	3.81	3.76	3.7	4.26	4.13	4.38	4.05	3.99	3
Lowry Burgess	60-373	4.98	4.46	3.81	3.76	3.7	4.26	4.13	4.38	4.05	3.99	3
Elizabeth Griffin	60-376	10.25	4.87	4.6	4.65	4.65	4.73	4.73	4.65	4.73	4.68	4
Edith Balas	60-377	6.5	4.25	3.75	4	3.5	5	4.5	3.75	3.75	3.75	1
"Balas, E."	60-377	6.5	4.25	3.75	4	3.5	5	4.5	3.75	3.75	3.75	1
Egon Balas	60-377	6.5	4.25	3.75	4	3.5	5	4.5	3.75	3.75	3.75	1
Dylan Vitone	60-380	8.75	5	4.5	5	5	5	5	5	5	5	2
"Vitone, D."	60-380	8.75	5	4.5	5	5	5	5	5	5	5	2
"Blum, A."	60-380	11	4	3	4	5	5	5	5	5	5	1
Aaron Blum	60-380	11	4	3	4	5	5	5	5	5	5	1
Avrim Blum	60-380	11	4	3	4	5	5	5	5	5	5	1
Patricia Maurides	60-380	9.5	5	3.5	4.5	4	4	3.5	5	4	4	1
"Maurides, P."	60-380	9.5	5	3.5	4.5	4	4	3.5	5	4	4	1
Ann Hoffman	60-380	8	2	2.5	2.5	2.5	2	1.5	3.5	2	1.5	1
Elaine King	60-381	5.5	3.17	2.33	2.83	2.83	3.67	2.67	3.33	2.83	2.83	1
Melissa Ragona	60-387	6.23	4.66	3.87	3.96	4.34	4.43	4.15	4.3	4.39	4.29	3
Elaine King	60-387	8.75	4.4	3.8	4	4	4	4	4.4	4.2	4	1
Melissa Ragona	60-388	7.21	4.8	4.3	4.24	4.56	4.8	4.46	4.8	4.65	4.37	2
"Burgess, L."	60-388	17	5	5	5	5	5	5	5	5	5	1
Lowry Burgess	60-388	17	5	5	5	5	5	5	5	5	5	1
Elaine King	60-388	9	2.33	1.67	1.67	1.67	2.5	1.67	2.33	1.67	1.67	1
"Burgess, L."	60-389	8	5	3.25	3.5	4.5	5	5	5	4.75	4.75	1
Lowry Burgess	60-389	8	5	3.25	3.5	4.5	5	5	5	4.75	4.75	1
Elaine King	60-390	6.55	4.42	2.97	3.59	3.7	4.33	4.17	4.25	3.51	3.79	3
Melissa Ragona	60-390	8.33	4.7	4.2	4.3	4.4	4.5	3.9	4.9	4.4	4.2	1
"Burgess, L."	60-390	6.13	4.25	3.13	3.38	3.13	4.5	4	4.88	4.38	3.75	1
Lowry Burgess	60-390	6.13	4.25	3.13	3.38	3.13	4.5	4	4.88	4.38	3.75	1
Jon Klancher	60-390	5.75	4.13	3.38	3.5	3.63	4.38	4	4.88	4	3.63	1
"Klancher, J."	60-390	5.75	4.13	3.38	3.5	3.63	4.38	4	4.88	4	3.63	1
Melissa Ragona	60-391	8.44	4.8	4.22	4.28	4.62	4.8	4.7	4.56	4.75	4.41	3
Hilary Robinson	60-391	9.95	5	5	4.9	4.55	4.75	4.9	5	5	5	2
"Burgess, L."	60-391	8	4.83	4	4	4.33	4.83	4.67	4.67	4.67	4.83	1
Lowry Burgess	60-391	8	4.83	4	4	4.33	4.83	4.67	4.67	4.67	4.83	1
Elaine King	60-391	4.63	4	3.5	3.75	3.75	4.25	4.25	4	3.75	3.63	1
"Burgess, L."	60-392	6.5	5	5	5	5	5	5	5	5	5	1
Lowry Burgess	60-392	6.5	5	5	5	5	5	5	5	5	5	1
Patricia Maurides	60-392	6.5	4.5	4.33	4.33	4.17	4	3.83	5	4.17	3.83	1
"Maurides, P."	60-392	6.5	4.5	4.33	4.33	4.17	4	3.83	5	4.17	3.83	1
Jennifer Keating-Miller	60-397	12.75	5	4.5	4.5	4.75	5	4.75	5	5	4.75	2
"Keating-Miller, J."	60-397	12.75	5	4.5	4.5	4.75	5	4.75	5	5	4.75	2
John Carson	60-397	12.75	5	4.5	4.75	4.75	5	4.5	5	4.75	4.75	2
"Carson, J."	60-397	12.75	5	4.5	4.75	4.75	5	4.5	5	4.75	4.75	2
"Nourbakhsh, I."	60-397	12.75	4.67	3.75	3.92	4.17	4.42	4.42	4.67	4.42	4.42	2
Illah Nourbakhsh	60-397	12.75	4.67	3.75	3.92	4.17	4.42	4.42	4.67	4.42	4.42	2
"Duesing, J."	60-398	5.12	4.47	4.55	4.55	4.21	4.69	4.62	4.74	4.56	4.55	3
James Duesing	60-398	5.12	4.47	4.55	4.55	4.21	4.69	4.62	4.74	4.56	4.55	3
"Merrell, C."	60-401	13.32	4.68	4.43	4.58	4.83	4.66	4.7	4.89	4.75	4.56	3
Clayton Merrell	60-401	13.32	4.68	4.43	4.58	4.83	4.66	4.7	4.89	4.75	4.56	3
"Bellan-Gillen, P."	60-401	17.25	4.59	4.18	4.14	4.48	4.29	4.29	4.63	4.54	4.1	3
Patricia Bellan-Gillen	60-401	17.25	4.59	4.18	4.14	4.48	4.29	4.29	4.63	4.54	4.1	3
"Pell, R."	60-401	15.34	4.68	4.62	4.62	4.68	4.62	4.78	4.79	4.78	4.62	2
Richard Pell	60-401	15.34	4.68	4.62	4.62	4.68	4.62	4.78	4.79	4.78	4.62	2
"Weidner, M."	60-401	12.35	4.53	4.22	4.25	4.59	4.38	4.33	4.63	4.56	4.12	2
Mary Weidner	60-401	12.35	4.53	4.22	4.25	4.59	4.38	4.33	4.63	4.56	4.12	2
"Bingham, R."	60-401	11.82	4.65	3.77	3.94	4.44	4.38	4.19	4.81	4.44	3.95	2
Robert Bingham	60-401	11.82	4.65	3.77	3.94	4.44	4.38	4.19	4.81	4.44	3.95	2
"Rubin, J."	60-401	14.91	3.82	3.74	4.02	3.9	3.75	3.78	4.02	3.94	3.86	2
Jon Rubin	60-401	14.91	3.82	3.74	4.02	3.9	3.75	3.78	4.02	3.94	3.86	2
Joel Rubin	60-401	14.91	3.82	3.74	4.02	3.9	3.75	3.78	4.02	3.94	3.86	2
"Burgess, L."	60-401	14.62	4.09	3.54	3.7	3.64	4.08	3.76	4.04	3.72	3.86	2
Lowry Burgess	60-401	14.62	4.09	3.54	3.7	3.64	4.08	3.76	4.04	3.72	3.86	2
"Duesing, J."	60-401	17.09	4.03	3.88	3.85	4.03	4	4	4.27	4.12	3.61	2
James Duesing	60-401	17.09	4.03	3.88	3.85	4.03	4	4	4.27	4.12	3.61	2
"Washko, A."	60-401	15.36	4.73	4.45	4.82	4.73	4.73	4.64	4.91	4.82	4.82	1
Angela Washko	60-401	15.36	4.73	4.45	4.82	4.73	4.73	4.64	4.91	4.82	4.82	1
Joshua Reiman	60-401	17.4	4.8	4.8	4.8	4.6	4.8	4.8	4.4	4.4	4.8	1
"Reiman, J."	60-401	17.4	4.8	4.8	4.8	4.6	4.8	4.8	4.4	4.4	4.8	1
"Mannino, J."	60-401	13.77	4.58	4.42	4.33	4.75	4.58	4.5	4.83	4.58	4.5	1
Joseph Mannino	60-401	13.77	4.58	4.42	4.33	4.75	4.58	4.5	4.83	4.58	4.5	1
"Wormsley, A."	60-401	10.71	4.5	4.38	4.25	4.75	4.38	4.63	4.88	4.38	4.43	1
Alisha Wormsley	60-401	10.71	4.5	4.38	4.25	4.75	4.38	4.63	4.88	4.38	4.43	1
Devan Shimoyama	60-401	11.13	4	4.38	4.25	4.25	4.25	4.5	4.5	4.25	4.38	1
"Shimoyama, D."	60-401	11.13	4	4.38	4.25	4.25	4.25	4.5	4.5	4.25	4.38	1
Ayanah Moor	60-401	13.63	4.38	4.13	4.13	4	4.25	4.13	4.38	4.13	3.63	1
"Moor, A."	60-401	13.63	4.38	4.13	4.13	4	4.25	4.13	4.38	4.13	3.63	1
"Kumata, C."	60-401	20.78	3.76	3.59	3.65	3.88	3.76	3.59	4.12	3.88	3.53	1
Carol Kumata	60-401	20.78	3.76	3.59	3.65	3.88	3.76	3.59	4.12	3.88	3.53	1
"Prekop, M."	60-401	20.79	3	3.24	2.94	3.18	3.47	3.29	3.41	3.41	3.35	1
Martin Prekop	60-401	20.79	3	3.24	2.94	3.18	3.47	3.29	3.41	3.41	3.35	1
Golan Levin	60-401	13.63	3.44	3.56	3.78	3.56	3.67	3.44	3.22	3.56	3.22	1
"Levin, G."	60-401	13.63	3.44	3.56	3.78	3.56	3.67	3.44	3.22	3.56	3.22	1
Suzie Silver	60-402	14.64	4.01	3.82	3.91	4.09	4.04	3.87	3.24	3.81	3.73	4
"Silver, S."	60-402	14.64	4.01	3.82	3.91	4.09	4.04	3.87	3.24	3.81	3.73	4
Susanne Slavick	60-402	16.18	4.77	4.53	4.49	4.78	4.73	4.67	4.75	4.81	4.37	3
"Slavick, S."	60-402	16.18	4.77	4.53	4.49	4.78	4.73	4.67	4.75	4.81	4.37	3
Paolo Pedercini	60-402	16.59	3.57	3.67	3.71	3.67	3.76	3.9	3.76	3.57	3.9	3
"Pedercini, P."	60-402	16.59	3.57	3.67	3.71	3.67	3.76	3.9	3.76	3.57	3.9	3
"Prekop, M."	60-402	12.13	4.07	3.92	3.79	4.27	4.15	4.04	4.3	4.3	3.86	3
Martin Prekop	60-402	12.13	4.07	3.92	3.79	4.27	4.15	4.04	4.3	4.3	3.86	3
Kimberly Beck	60-402	15.78	4.16	3.84	3.8	3.89	3.99	4.08	4.19	3.95	3.73	3
"Beck, K."	60-402	15.78	4.16	3.84	3.8	3.89	3.99	4.08	4.19	3.95	3.73	3
Aaron Johnson	60-402	13.03	4.3	3.37	3.53	3.91	4.34	3.8	4.23	3.97	3.38	3
Andrew Johnson	60-402	13.03	4.3	3.37	3.53	3.91	4.34	3.8	4.23	3.97	3.38	3
"Johnson, A."	60-402	13.03	4.3	3.37	3.53	3.91	4.34	3.8	4.23	3.97	3.38	3
"Mannino, J."	60-402	12.57	4.12	3.94	4.04	4.02	3.77	4.09	4.42	3.94	4.09	2
Joseph Mannino	60-402	12.57	4.12	3.94	4.04	4.02	3.77	4.09	4.42	3.94	4.09	2
"Kumata, C."	60-402	13.5	4	4	4	4.25	4.08	4.08	4.25	4.08	3.83	2
Carol Kumata	60-402	13.5	4	4	4	4.25	4.08	4.08	4.25	4.08	3.83	2
"Bingham, R."	60-402	20.56	4.38	3.94	4.06	4.13	4.19	4.25	4.44	4.25	4.31	1
Robert Bingham	60-402	20.56	4.38	3.94	4.06	4.13	4.19	4.25	4.44	4.25	4.31	1
"Momeni, A."	60-402	22.14	4	3.86	4	4.43	4.29	4.14	4	4.14	4.29	1
Ali Momeni	60-402	22.14	4	3.86	4	4.43	4.29	4.14	4	4.14	4.29	1
"Rubin, J."	60-402	21.64	4.27	4.27	4.27	4.45	4.36	4.45	4.36	4.45	4.27	1
Jon Rubin	60-402	21.64	4.27	4.27	4.27	4.45	4.36	4.45	4.36	4.45	4.27	1
Joel Rubin	60-402	21.64	4.27	4.27	4.27	4.45	4.36	4.45	4.36	4.45	4.27	1
Claire Stigliani	60-402	21	4.64	4.2	4.2	4.4	4.53	4.33	4.6	4.33	4.27	1
"Stigliani, C."	60-402	21	4.64	4.2	4.2	4.4	4.53	4.33	4.6	4.33	4.27	1
"Burgess, L."	60-402	10.67	3.89	3.44	3.44	3.89	3.89	3.67	3.89	3.67	3.56	1
Lowry Burgess	60-402	10.67	3.89	3.44	3.44	3.89	3.89	3.67	3.89	3.67	3.56	1
"Bellan-Gillen, P."	60-403	12.48	4.57	4.26	4.31	4.52	4.31	4.31	4.62	4.36	4.31	3
Patricia Bellan-Gillen	60-403	12.48	4.57	4.26	4.31	4.52	4.31	4.31	4.62	4.36	4.31	3
"Bingham, R."	60-403	12.12	4.75	4.25	4.38	4.62	4.5	4.38	4.75	4.62	4.5	2
Robert Bingham	60-403	12.12	4.75	4.25	4.38	4.62	4.5	4.38	4.75	4.62	4.5	2
"Merrell, C."	60-403	13.94	4.69	4.12	3.81	4.12	4.62	4.12	4.38	4.44	4.12	2
Clayton Merrell	60-403	13.94	4.69	4.12	3.81	4.12	4.62	4.12	4.38	4.44	4.12	2
"Weidner, M."	60-403	11	4	4	4	4	4	4	4	4	4	2
Mary Weidner	60-403	11	4	4	4	4	4	4	4	4	4	2
"Duesing, J."	60-403	12.5	3.75	3.75	3.75	3.75	3.75	3.75	3.75	3.75	3.75	2
James Duesing	60-403	12.5	3.75	3.75	3.75	3.75	3.75	3.75	3.75	3.75	3.75	2
"Kumata, C."	60-403	14	5	5	5	5	5	5	5	5	5	1
Carol Kumata	60-403	14	5	5	5	5	5	5	5	5	5	1
Susanne Slavick	60-403	15.75	5	5	5	4.25	5	5	4.75	5	5	1
"Slavick, S."	60-403	15.75	5	5	5	4.25	5	5	4.75	5	5	1
Golan Levin	60-403	11	5	4.5	5	5	5	5	5	5	4.5	1
"Levin, G."	60-403	11	5	4.5	5	5	5	5	5	5	4.5	1
Ayanah Moor	60-403	11	4.5	4.5	5	4.5	5	5	4	4.5	4.5	1
"Moor, A."	60-403	11	4.5	4.5	5	4.5	5	5	4	4.5	4.5	1
"Burgess, L."	60-403	9.5	5	5	4.67	4.67	4.67	4.67	5	4.67	4.33	1
Lowry Burgess	60-403	9.5	5	5	4.67	4.67	4.67	4.67	5	4.67	4.33	1
Kimberly Beck	60-403	11.6	4.2	4	4	4.4	4.4	4.6	4.6	4.2	4	1
"Beck, K."	60-403	11.6	4.2	4	4	4.4	4.4	4.6	4.6	4.2	4	1
"Rubin, J."	60-403	11	4.5	4	4	4	4.5	4	4.5	4	4	1
Jon Rubin	60-403	11	4.5	4	4	4	4.5	4	4.5	4	4	1
Joel Rubin	60-403	11	4.5	4	4	4	4.5	4	4.5	4	4	1
"Prekop, M."	60-403	14	4	4	4	4	4	4	4	4	4	1
Martin Prekop	60-403	14	4	4	4	4	4	4	4	4	4	1
"Pell, R."	60-403	11	4	4	4	4	4	4	4	4	4	1
Richard Pell	60-403	11	4	4	4	4	4	4	4	4	4	1
"Mannino, J."	60-403	12.5	4.5	3.5	3.5	4	4	3.5	4	4	3.5	1
Joseph Mannino	60-403	12.5	4.5	3.5	3.5	4	4	3.5	4	4	3.5	1
Suzie Silver	60-404	11	4.33	3.83	4.17	4.67	4.17	3.83	2.33	3.83	4.33	3
"Silver, S."	60-404	11	4.33	3.83	4.17	4.67	4.17	3.83	2.33	3.83	4.33	3
Susanne Slavick	60-404	8.5	5	4.5	4.67	4.67	4.67	4.67	4.83	4.67	4.5	2
"Slavick, S."	60-404	8.5	5	4.5	4.67	4.67	4.67	4.67	4.83	4.67	4.5	2
Aaron Johnson	60-404	10.25	5	3.75	4.25	4.25	4.5	4.25	4.25	4.5	4.5	2
Andrew Johnson	60-404	10.25	5	3.75	4.25	4.25	4.5	4.25	4.25	4.5	4.5	2
"Johnson, A."	60-404	10.25	5	3.75	4.25	4.25	4.5	4.25	4.25	4.5	4.5	2
"Bingham, R."	60-404	14	5	5	5	5	5	5	5	5	5	1
Robert Bingham	60-404	14	5	5	5	5	5	5	5	5	5	1
"Momeni, A."	60-404	8	3	3	4	4	5	4	5	4	5	1
Ali Momeni	60-404	8	3	3	4	4	5	4	5	4	5	1
"Prekop, M."	60-404	12.5	4.5	4.5	4.5	5	5	4.5	4	4.5	4.5	1
Martin Prekop	60-404	12.5	4.5	4.5	4.5	5	5	4.5	4	4.5	4.5	1
Kimberly Beck	60-404	14	5	5	5	5	5	5	5	4	4	1
"Beck, K."	60-404	14	5	5	5	5	5	5	5	4	4	1
"Burgess, L."	60-404	12.5	5	4.5	5	3	4.5	4.5	4	4	4	1
Lowry Burgess	60-404	12.5	5	4.5	5	3	4.5	4.5	4	4	4	1
"Mannino, J."	60-404	8	3.5	3.5	3.5	3.5	3.5	3.5	4	3.5	4	1
Joseph Mannino	60-404	8	3.5	3.5	3.5	3.5	3.5	3.5	4	3.5	4	1
Claire Stigliani	60-404	11	2	2	2	2	2	2	2	2	2	1
"Stigliani, C."	60-404	11	2	2	2	2	2	2	2	2	2	1
Paolo Pedercini	60-406	9.88	4.56	4.44	4.56	4.44	4.22	4.44	4.89	4.33	4.44	1
"Pedercini, P."	60-406	9.88	4.56	4.44	4.56	4.44	4.22	4.44	4.89	4.33	4.44	1
Abigail Aresty	60-407	15	5	5	4.75	5	4.75	5	5	4.25	4.5	1
Jesse Stiles	60-407	11	3.5	3	3.5	2.5	3	3	4	3.5	3	1
"Stiles, J."	60-407	11	3.5	3	3.5	2.5	3	3	4	3.5	3	1
Joel Stiles	60-407	11	3.5	3	3.5	2.5	3	3	4	3.5	3	1
Suzie Silver	60-408	11	5	4	5	5	4	5	5	5	5	1
"Silver, S."	60-408	11	5	4	5	5	4	5	5	5	5	1
Scott Andrew	60-409	5	5	5	5	5	5	5	5	5	5	1
Suzie Silver	60-409	11	4.29	4	3.71	3.86	4.43	4.14	3.57	4	4	1
"Silver, S."	60-409	11	4.29	4	3.71	3.86	4.43	4.14	3.57	4	4	1
Suzie Silver	60-410	15.33	4.67	4.67	4.33	4.67	4.67	4.33	3.67	4.67	4.33	1
"Silver, S."	60-410	15.33	4.67	4.67	4.33	4.67	4.67	4.33	3.67	4.67	4.33	1
Golan Levin	60-412	12.34	4.8	4.56	4.66	4.83	4.4	4.48	4.56	4.74	4.73	8
"Levin, G."	60-412	12.34	4.8	4.56	4.66	4.83	4.4	4.48	4.56	4.74	4.73	8
"Duesing, J."	60-414	12.14	4.08	4.01	4.18	4.44	4.25	3.93	4.58	4.2	3.88	5
James Duesing	60-414	12.14	4.08	4.01	4.18	4.44	4.25	3.93	4.58	4.2	3.88	5
"Hodgins, J."	60-414	11.98	4	4.1	4.1	4.32	4.15	3.71	4.25	3.95	3.79	5
"Duesing, J."	60-415	11.49	4.15	4.6	4.41	4.39	4.14	4.32	4.59	4.3	4.32	5
James Duesing	60-415	11.49	4.15	4.6	4.41	4.39	4.14	4.32	4.59	4.3	4.32	5
Edward Canaan	60-415	11.43	4.25	4.38	4.5	4.13	4.38	4	4.5	4.25	4.5	1
"Pell, R."	60-416	12	4	4.33	4.33	4.33	4.33	4	4.67	4	3.67	1
Richard Pell	60-416	12	4	4.33	4.33	4.33	4.33	4	4.67	4	3.67	1
Paolo Pedercini	60-419	11.48	4.49	4.09	4.28	4.33	4.58	4.33	4.34	4.5	4.36	3
"Pedercini, P."	60-419	11.48	4.49	4.09	4.28	4.33	4.58	4.33	4.34	4.5	4.36	3
Suzie Silver	60-421	9	4.67	3.67	4	3.83	4.33	4	3.5	4	4	1
"Silver, S."	60-421	9	4.67	3.67	4	3.83	4.33	4	3.5	4	4	1
Eric Singer	60-421	5.75	3.6	2.8	3.4	3.4	3.8	3.8	4.2	3.2	3	1
"Hodgins, J."	60-422	18	4.17	4.17	4.17	4.5	4.17	3.83	4.5	4.17	4.17	1
"Duesing, J."	60-422	17.4	4.33	4.33	4.17	4.67	4.5	4	4.5	4.5	3.83	1
James Duesing	60-422	17.4	4.33	4.33	4.17	4.67	4.5	4	4.5	4.5	3.83	1
Suzie Silver	60-424	12.74	4.56	4.22	4.33	4.48	4.63	4.44	3.56	4.11	4.26	3
"Silver, S."	60-424	12.74	4.56	4.22	4.33	4.48	4.63	4.44	3.56	4.11	4.26	3
Paolo Pedercini	60-424	9	3.64	3.33	3.58	4.03	4	3.61	4.05	3.81	3.81	2
"Pedercini, P."	60-424	9	3.64	3.33	3.58	4.03	4	3.61	4.05	3.81	3.81	2
Paolo Pedercini	60-426	17.3	4.14	4.12	4.05	4.25	4.3	4.36	4.22	4.25	4.39	2
"Pedercini, P."	60-426	17.3	4.14	4.12	4.05	4.25	4.3	4.36	4.22	4.25	4.39	2
Ian Ingram	60-426	9	3.67	3.67	3.33	4	3.33	4	4.67	3.67	4	1
Gregory Witt	60-426	7.45	3.55	3.36	3.36	3.55	3.27	3.64	4.18	3.09	3.36	1
Paolo Pedercini	60-427	10.62	4.16	3.96	4.16	4.27	4.41	3.98	4.05	4.19	4.14	3
"Pedercini, P."	60-427	10.62	4.16	3.96	4.16	4.27	4.41	3.98	4.05	4.19	4.14	3
Suzie Silver	60-427	10	4.83	4.75	4.67	4.67	4.83	4.25	4.17	4.58	4.67	2
"Silver, S."	60-427	10	4.83	4.75	4.67	4.67	4.83	4.25	4.17	4.58	4.67	2
Adam Zaretsky	60-427	5	5	5	5	5	5	5	5	5	5	1
"Washko, A."	60-427	9.5	4.83	5	4.67	5	4.67	4.83	5	4.83	4.5	1
Angela Washko	60-427	9.5	4.83	5	4.67	5	4.67	4.83	5	4.83	4.5	1
"Pell, R."	60-427	6.5	4	3.33	3.5	3.5	4.33	4	4.33	3.83	3.83	1
Richard Pell	60-427	6.5	4	3.33	3.5	3.5	4.33	4	4.33	3.83	3.83	1
"Pell, R."	60-429	9.72	4.21	3.85	4.01	4.17	4.33	4.19	4.38	4.06	4	4
Richard Pell	60-429	9.72	4.21	3.85	4.01	4.17	4.33	4.19	4.38	4.06	4	4
"Washko, A."	60-429	10.4	5	4.9	4.9	4.55	4.88	4.88	5	4.67	4.67	2
Angela Washko	60-429	10.4	5	4.9	4.9	4.55	4.88	4.88	5	4.67	4.67	2
Camille Utterback	60-429	12.5	4.83	4.83	4.83	4.67	4.67	4.67	4.67	4.5	4.67	1
Paolo Pedercini	60-429	12.5	4	3.5	3.83	4.17	4.25	3.75	4.42	4.25	4.18	1
"Pedercini, P."	60-429	12.5	4	3.5	3.83	4.17	4.25	3.75	4.42	4.25	4.18	1
"Mannino, J."	60-430	12.76	4.73	4.49	4.42	4.61	4.71	4.76	4.47	4.67	4.53	4
Joseph Mannino	60-430	12.76	4.73	4.49	4.42	4.61	4.71	4.76	4.47	4.67	4.53	4
"Bingham, R."	60-430	10.18	4.54	4.08	4.06	4.41	4.36	4.08	4.65	4.48	4.31	3
Robert Bingham	60-430	10.18	4.54	4.08	4.06	4.41	4.36	4.08	4.65	4.48	4.31	3
"Bingham, R."	60-431	12.13	4.63	3.88	4.38	4.38	4.38	4.38	4.88	4.63	4.38	1
Robert Bingham	60-431	12.13	4.63	3.88	4.38	4.38	4.38	4.38	4.88	4.63	4.38	1
Joshua Reiman	60-432	10.14	4.86	4.86	4.43	4.57	4.57	4.57	4.29	4.57	4.71	1
"Reiman, J."	60-432	10.14	4.86	4.86	4.43	4.57	4.57	4.57	4.29	4.57	4.71	1
"Miller, J."	60-432	8	4	4	4.25	4.25	4	4.5	4.25	3.75	3.75	1
Jill Miller	60-432	8	4	4	4.25	4.25	4	4.5	4.25	3.75	3.75	1
John Miller	60-432	8	4	4	4.25	4.25	4	4.5	4.25	3.75	3.75	1
"Mannino, J."	60-433	11.88	4.8	4.76	4.65	4.81	4.71	4.76	4.75	4.66	4.74	5
Joseph Mannino	60-433	11.88	4.8	4.76	4.65	4.81	4.71	4.76	4.75	4.66	4.74	5
"Kumata, C."	60-434	11.3	4.35	4.6	4.6	4.6	4.35	4.6	4.6	4.6	4.4	2
Carol Kumata	60-434	11.3	4.35	4.6	4.6	4.6	4.35	4.6	4.6	4.6	4.4	2
"Kumata, C."	60-435	9.71	4.43	4.74	4.69	4.56	4.29	4.96	5	4.56	4.81	3
Carol Kumata	60-435	9.71	4.43	4.74	4.69	4.56	4.29	4.96	5	4.56	4.81	3
"Wolmuth, D."	60-435	9.88	3.71	3.29	3.57	3.57	3.43	3	3.14	3	3.43	1
"Momeni, A."	60-436	10.33	4.22	3.44	3.56	4.33	4.44	4.56	3.56	4.33	3.78	1
Ali Momeni	60-436	10.33	4.22	3.44	3.56	4.33	4.44	4.56	3.56	4.33	3.78	1
"Bingham, R."	60-437	10.58	4.62	4.16	4.11	4.63	4.77	4.37	4.83	4.53	4.47	3
Robert Bingham	60-437	10.58	4.62	4.16	4.11	4.63	4.77	4.37	4.83	4.53	4.47	3
"Kumata, C."	60-438	12.53	4.22	4.12	4.17	4.33	4.2	4.2	4.55	4.65	4.42	2
Carol Kumata	60-438	12.53	4.22	4.12	4.17	4.33	4.2	4.2	4.55	4.65	4.42	2
"Momeni, A."	60-439	13.76	4.67	4.51	4.47	4.66	4.6	4.68	4.69	4.67	4.57	4
Ali Momeni	60-439	13.76	4.67	4.51	4.47	4.66	4.6	4.68	4.69	4.67	4.57	4
Joshua Reiman	60-440	12.45	4.83	4.4	4.4	4.65	4.46	4.49	4.21	4.46	4.55	2
"Reiman, J."	60-440	12.45	4.83	4.4	4.4	4.65	4.46	4.49	4.21	4.46	4.55	2
"Momeni, A."	60-441	12.43	4.43	3.42	3.48	4.3	4.13	3.5	3.87	3.95	3.8	3
Ali Momeni	60-441	12.43	4.43	3.42	3.48	4.3	4.13	3.5	3.87	3.95	3.8	3
"Nourbakhsh, I."	60-441	11	4.5	3	2.5	4.5	3	2.5	4	3.5	3.5	1
Illah Nourbakhsh	60-441	11	4.5	3	2.5	4.5	3	2.5	4	3.5	3.5	1
"Bingham, R."	60-444	5	5	3.33	3.33	4	5	4.67	5	4	4	1
Robert Bingham	60-444	5	5	3.33	3.33	4	5	4.67	5	4	4	1
"Momeni, A."	60-446	11.75	4.5	3	3	4.08	4.42	3.92	4.5	4.33	3.75	2
Ali Momeni	60-446	11.75	4.5	3	3	4.08	4.42	3.92	4.5	4.33	3.75	2
"Shea, L."	60-446	11.25	4	2.75	2.75	3.25	4.58	3.58	4	3.67	3.75	2
Lawrence Shea	60-446	11.25	4	2.75	2.75	3.25	4.58	3.58	4	3.67	3.75	2
"Kumata, C."	60-446	9.71	4.86	4.71	4.43	4.86	4.43	4.86	4.86	4.86	4.71	1
Carol Kumata	60-446	9.71	4.86	4.71	4.43	4.86	4.43	4.86	4.86	4.86	4.71	1
Patricia Oleszko	60-447	10.5	4.83	4.33	4.83	4.67	4.67	4.5	4.33	4.67	4.83	1
"Kumata, C."	60-447	11	4	4	3.75	4.5	4.25	4.25	5	4.25	4.25	1
Carol Kumata	60-447	11	4	4	3.75	4.5	4.25	4.25	5	4.25	4.25	1
"Bingham, R."	60-447	10.25	3.8	3.4	3.4	4.2	3.8	3.8	4.2	4	4.2	1
Robert Bingham	60-447	10.25	3.8	3.4	3.4	4.2	3.8	3.8	4.2	4	4.2	1
"Momeni, A."	60-447	13	3.67	4.67	3.67	4	4.33	4.33	4	3.33	3.33	1
Ali Momeni	60-447	13	3.67	4.67	3.67	4	4.33	4.33	4	3.33	3.33	1
"Rubin, J."	60-448	10.08	4.35	4.33	4.53	4.46	4.36	4.48	4.51	4.47	4.47	6
Jon Rubin	60-448	10.08	4.35	4.33	4.53	4.46	4.36	4.48	4.51	4.47	4.47	6
Joel Rubin	60-448	10.08	4.35	4.33	4.53	4.46	4.36	4.48	4.51	4.47	4.47	6
"Burgess, L."	60-448	6.2	4	3	3.2	3.6	4.4	4	4.4	4	4	1
Lowry Burgess	60-448	6.2	4	3	3.2	3.6	4.4	4	4.4	4	4	1
"Bingham, R."	60-448	8.43	4.43	2.71	2.86	4.14	3.29	3.14	4.86	3.43	3.14	1
Robert Bingham	60-448	8.43	4.43	2.71	2.86	4.14	3.29	3.14	4.86	3.43	3.14	1
"Rubin, J."	60-449	8.17	3.28	2.5	3.44	3.61	3.28	3.33	3.61	3.17	3.06	3
Jon Rubin	60-449	8.17	3.28	2.5	3.44	3.61	3.28	3.33	3.61	3.17	3.06	3
Joel Rubin	60-449	8.17	3.28	2.5	3.44	3.61	3.28	3.33	3.61	3.17	3.06	3
"Arons, W."	60-449	8	4.67	4	4.67	4.67	4.67	4.33	5	4.67	4.33	1
Wendy Arons	60-449	8	4.67	4	4.67	4.67	4.67	4.33	5	4.67	4.33	1
Margo Gray	60-449	8	4.5	3.5	3	4	4.5	4	4.5	4	3.5	1
Matthew Gray	60-449	8	4.5	3.5	3	4	4.5	4	4.5	4	3.5	1
